gene	Npart
SARS1	1
MIR16-1	1
ERGIC2	1
SPOCK3	1
MYO10	1
CSNK1G3	1
ZNF10	1
CCDC14	1
LINC00216	1
PIM3	1
ANKRA2	1
ATXN7	1
C8orf33	1
LGALS3BP	1
GGT5	1
ATPAF2	1
ACBD5	1
ZNF890P	1
TAF12	1
URB2	1
OBSL1	1
TXNDC15	1
MINPP1	1
CCR4	1
FGF7	1
VAPB	1
IRS2	1
INPP5A	1
CFAP46	1
MAK16	1
ZNF75A	1
UBE2Q1-AS1	1
LINC02069	1
UNC93B1	1
ATP6V1E1	1
PELI2	1
RIF1	1
PRDM10	1
MBTPS2	1
NDUFS1	1
METTL4	1
NCRNA00342	1
IPPK	1
CMTR1	1
PLCB3	1
PKD2L2	1
BCAS2	1
RCE1	1
RPF2	1
CPT1A	1
FANCM	1
PRSS16	1
VWA1	1
AGMAT	1
ATP6V0C	1
SOX18	1
ELAVL3	1
NSMCE1-DT	1
TCOF1	1
CAPNS2	1
FBXO34	1
LINC02133	1
MIR3652	1
LPAR6	1
PNKD	1
LOC730338	1
LINC02995	1
SLC5A11	1
EDRF1	1
DIAPH2-AS1	1
S100A10	1
B4GALNT4	1
MFN1	1
ZDHHC24	1
CAND2	1
PIBF1	1
COG7	1
LIN54	1
SEC31B	1
ASB16-AS1	1
SLC35A1	1
CBX5	1
CTBP1-AS	1
SMIM29	1
TUBA1A	1
FGF19	1
LENEP	1
THOC3	1
DCAF1	1
SMURF1	1
DNAJB13	1
MED27	1
FUBP3	1
MSL1	1
KAT5	1
C1GALT1	1
LOC285626	1
ARID4A	1
SH3BP1	1
MIR5582	1
FIG4	1
SNORA38B	1
FGD5-AS1	1
ECI2	1
TMEM201	1
KTN1-AS1	1
OXSR1	1
SLC26A11	1
FUT7	1
OSBPL2	1
KCNC3	1
MYL12B	1
ILK	1
TAB1	1
ABCB6	1
KANK1	1
ZFTA	1
USP53	1
LINC00309	1
YKT6	1
ANKRD30BL	1
MIR4785	1
TECR	1
FBXW8	1
MOB3C	1
BRE-AS1	1
CHRNA4	1
GAS5	1
NTNG2	1
C16orf95-DT	1
CLCC1	1
TRIM4	1
ZSWIM3	1
PIK3CD	1
FDX1	1
MTERF4	1
NEDD9	1
ZNF624	1
SLC25A43	1
HAL	1
NIFK	1
OR4C6	1
DESI1	1
DNAJB9	1
MYO3B	1
POU4F3	1
DMRTA2	1
ZMYM1	1
MED18	1
PIK3CB	1
MIR600	1
CCNE2	1
PRR16	1
ABALON	1
C19orf25	1
MIR4500	1
MIR3202-2	1
TM6SF2	1
DHRS7	1
PLA2G4F	1
TMCC1	1
MIR3647	1
ICAM3	1
MPHOSPH6	1
TM4SF19-TCTEX1D2	1
ITGA2B	1
ZNF513	1
VIM-AS1	1
NENF	1
SNORD53B	1
FOXE3	1
ARHGAP9	1
RNU100|U80|Z15	1
SAMD10	1
CNPY1	1
MYO6	1
UXT-AS1	1
ZFYVE28	1
TOPBP1	1
AIMP1	1
HSPA9	1
ZNF252P-AS1	1
INPP4B	1
SEPTIN6	1
HAS3	1
DCLRE1B	1
ACBD6	1
B3GNT9	1
TNKS	1
HMG4L|HMGB3L1|dJ18C9.3	1
TBRG1	1
LMX1B	1
PARVA	1
DHDDS	1
THEM5	1
PCYT2	1
RAB11FIP4	1
ASNS	1
SLC25A10	1
HOXD3	1
C1orf217|NCRNA00260	1
SLC30A1	1
LRP3	1
AURKAIP1	1
CCDC106	1
LINC02282	1
ZNF33A	1
PA2G4	1
ZNF184	1
SNORD51	1
RNF166	1
TATDN2	1
L3MBTL3	1
PDE10A	1
FIP1L1	1
ZNF577	1
ZNF84-DT	1
LAMP2	1
MIR4444-1	1
MRPL4	1
TMEM50A	1
COL21A1	1
SYT16	1
ISM2	1
ZNF823	1
LOC100652999	1
YWHAH-AS1	1
TRIM41	1
C20orf143|DPH3B|ZCSL1	1
TTC39C-AS1	1
SSPN	1
VPS54	1
SPINDOC	1
PALB2	1
SNX18	1
RAD21-AS1	1
LARP1B	1
RPAP1	1
KBTBD8	1
HTR2B	1
PRPF3	1
LINC02613	1
NTF4	1
RBM34	1
TARDBP	1
ACTA2-AS1	1
TRAPPC2L	1
LINC01840	1
GOLM1	1
SENP2	1
ANKRD36B	1
USP8	1
TNFAIP8L1	1
SRM	1
PSMD12	1
AP5M1	1
SLIT2	1
HAUS6	1
PIGU	1
PDZD9	1
HBII-296a	1
CP	1
WDR7	1
SNORD10	1
CTNNBL1	1
QDPR	1
PTPN1	1
MRPL58	1
SYNJ2	1
RFTN2	1
TSC22D3	1
HOXC4	1
SNX25	1
TCTN3	1
IQCK	1
FKBP11	1
EIF3M	1
TXNL1	1
SECISBP2L	1
NOBOX	1
KIF22	1
PWP1	1
FYTTD1	1
MBNL1-AS1	1
SNORA47	1
KLF7	1
ARRDC2	1
MRPL1	1
PPIE	1
TTLL3	1
FAM83D	1
SLC49A4	1
URM1	1
KEAP1	1
CARS2	1
ARL6IP6	1
MIR4465	1
CEP78	1
STARD3NL	1
ZNF182	1
RCN2	1
MYBPC2	1
WWP1	1
TRIM54	1
SLC25A26	1
AKIRIN1	1
GPR183	1
GPI	1
SLC22A15	1
TDRD12	1
ANO7	1
SAP25	1
LINC01012	1
ZNF317	1
SENCR	1
NDUFV2	1
DNAJC10	1
RAB22A	1
MTHFSD	1
DRC1	1
NAMPT	1
SNORA79B	1
PPP1R13B-DT	1
TBC1D10B	1
TRAF4	1
LOC101927189	1
FAM133B	1
RHOH	1
ALG5	1
TMCO3	1
SNORA55	1
BTBD10	1
lncRNA-MIF	1
ATP5F1D	1
MAP4	1
CCDC81	1
MLLT1	1
DUSP22	1
SNORD23	1
MXD1	1
PAF1	1
SLIRP	1
BAD	1
PSMA6	1
CTRB2	1
RAB11FIP3	1
CFDP1	1
TCONS_00014671	1
DPP6	1
PRCC	1
CD164	1
MFSD14B	1
C15orf62	1
TMEM240	1
MIR3130-1	1
DND1	1
SPPL2B	1
SLC6A15	1
FADS1	1
TCFL5	1
MGAT4A	1
PTDSS2	1
TSPYL6	1
MTFR2	1
ENO2	1
PRDM15	1
KRBOX4	1
SLC48A1	1
SLC2A8	1
C12orf75	1
NFRKB	1
FDPS	1
LINC01689	1
RCSD1	1
SMARCA2	1
SPRTN	1
SLC6A8	1
CBR4	1
GDPGP1	1
INTS15	1
CAAP1	1
ZNF83	1
CROCCL1	1
UBTF	1
USP10	1
SLC44A2	1
MSH2	1
PDPR	1
LINC00299	1
MON1B	1
SSSCA1-AS1|ZNRD2-AS1	1
CHRM3-AS2	1
RPL27	1
KLHL12	1
RPL11	1
MIR663AHG	1
MZF1-AS1	1
RABIF	1
CACTIN	1
RNF144A	1
GPR68	1
MED22	1
GIMAP2	1
WDR55	1
GBX2	1
NIPAL3	1
GINM1	1
PGAP1	1
ABTB3	1
AMIGO3	1
STK39	1
MELTF	1
TPRKB	1
KMT5C	1
MYL12A	1
MIR1537	1
ANKS3	1
ALMS1	1
MIR221	1
INSR	1
TACO1	1
PIH1D1	1
SLC2A3	1
LINC02702	1
NUP205	1
DBN1	1
STRAP	1
TSPAN12	1
CCBE1	1
BCL6	1
MMAB	1
CTAG2	1
MPLKIP	1
LRRC41	1
AKAP9	1
PRKRA	1
CMTM6	1
ZNF780A	1
PTH	1
TSPAN33	1
VPS36	1
CARD18	1
CLCN3	1
NAALADL2	1
ZUP1	1
SZRD1	1
WDR62	1
SLC25A24	1
ZC3H6	1
NPM2	1
PKN2-AS1	1
DALRD3	1
IWS1	1
NOXO1	1
PLEKHM2	1
ANKS1A	1
NOL11	1
TIMM10B	1
SNX32	1
CAMK2D	1
STOML2	1
PLEKHG4	1
EIF3H	1
CLDN7	1
UGDH	1
ALS2	1
SEC61A2	1
SPTBN2	1
PPIB	1
CTD-2194D22.4	1
MIR3140	1
STAMBP	1
CDK3	1
LOC102723313	1
YWHAE	1
ZCCHC2	1
MIR8070	1
SLC34A1	1
IRF9	1
RPL37A	1
ARPP19	1
SPOPL	1
ZCWPW2	1
EFR3B	1
ANKRD61	1
MOK	1
KHDRBS1	1
PGM2L1	1
ZNF446	1
SZT2	1
MFSD1	1
TUBB1	1
NIPBL	1
RANBP9	1
RNF149	1
OAZ2	1
AAAS	1
GCA	1
MICALL2	1
NRARP	1
ZNF821	1
ERICH6-AS1	1
RNF114	1
VAMP2	1
KIF3C	1
TOLLIP	1
PGBD4	1
BAK1	1
C22orf26	1
NAB2	1
ZBTB33	1
SLC25A44	1
PRSS27	1
SGSM2	1
SCARNA7	1
CENPV	1
THYN1	1
CNOT1	1
STOM	1
FAM124A	1
LINC01833	1
MIR3686	1
DUSP9	1
CFD	1
MORC2	1
LNX1-AS1	1
CCDC47	1
POLR3C	1
SHISA3	1
AZIN1	1
MTMR12	1
TRNAU1AP	1
MIR3184	1
SNORA21B	1
MIR5007	1
MIR6728	1
PLEKHN1	1
CTPS1	1
mir-320e	1
MIR374A	1
BCL2L2	1
NKAIN2	1
VTA1	1
YTHDF3	1
FUBP1	1
PRICKLE1	1
MTOR-AS1	1
NDUFB10	1
ZNF280D	1
ZNF266	1
PLBD2	1
PLAAT4	1
CCDC18	1
PSMB4	1
SSR2	1
ZNF641	1
CAB39	1
RWDD4	1
CRYGN	1
HDAC9	1
IFNAR2	1
SPIDR	1
POM121L2	1
APAF1	1
CEP55	1
RBBP5	1
BRD8	1
ATP6V0A1	1
AKT2	1
PLN	1
ROM1	1
GATB	1
FXN	1
PRELID3B	1
ANXA1	1
MFSD14A	1
CACUL1	1
ZER1	1
USP39	1
DLX2	1
B4GALT4-AS1	1
LOC105371414	1
NR5A2	1
PHYHD1	1
SYF2	1
TMEM59	1
RLF	1
TMBIM6	1
PROSER3	1
GNL3L	1
SRSF5	1
KPNA2	1
ANKRD26	1
PLEKHG7	1
SLC4A5	1
SNORD30	1
POC5	1
MEMO1	1
C1QTNF8	1
MIR7161	1
SRSF7	1
ZNF579	1
CALHM2	1
OXCT2P1	1
SNORA59A	1
HOMER2	1
INTS2	1
DENND5A	1
WASIR2	1
SRSF9	1
DACT3-AS1	1
NEK6	1
AP1S2	1
SFT2D3	1
GGT6	1
RFFL	1
MARCHF5	1
CRACDL	1
NABP1	1
PLAAT3	1
AHCYL1	1
NPR3	1
SNORD42A	1
CTNNAL1	1
CRISPLD2	1
TBX1	1
LAMC1	1
SLC46A3	1
CELSR1	1
MIR4720	1
CNN2	1
SUMO4	1
CRIP1	1
GDAP2	1
USF1	1
HOXA4	1
SNORD57	1
LRRK2	1
TM9SF1	1
RINT1	1
AP1AR	1
TFRC	1
PRG4	1
CREBZF	1
C2orf42	1
PTOV1	1
ELMO3	1
SFMBT2	1
MAB21L2	1
CSF1R	1
LOC100507250	1
SNORD115-14	1
B3GAT3	1
CCDC183	1
PLK1	1
MIR4676	1
PGBD1	1
ZKSCAN5	1
LRP12	1
RPA2	1
SH3BP2	1
MIR4656	1
ADGRV1	1
MTMR2	1
BNIP2	1
PAK1IP1	1
KCNK6	1
NXF1	1
MED29	1
PPM1G	1
E2F3	1
ERAP1	1
ARFGAP2	1
EXOC7	1
SNORD18A	1
TRPT1	1
TOP2A	1
TNIP1	1
SRF	1
SLC4A2	1
TMEM105	1
SNRNP35	1
MIR8077	1
MARCHF7	1
LINC00348	1
FSCN2	1
MIR4682	1
SGF29	1
ALK	1
TASP1	1
DBX1	1
MCM6	1
FAM83B	1
MIR550A1	1
MIR548AK	1
CARD11	1
CDIN1	1
DVL2	1
PRPF40A	1
ZNF680	1
IPO9-AS1	1
TBX5	1
LGALS8-AS1	1
FEM1B	1
ERC1	1
C2orf68	1
RPL13AP3	1
LINC01376	1
OAZ1	1
AK7	1
ZC3H12C	1
MIR6762	1
RNU31|SNORD31A|U31	1
TCP11	1
CLIC3	1
GALM	1
TRIM9	1
GOPC	1
CCDC61	1
MYL6	1
CLINT1	1
STARD5	1
PRDM13	1
GNAO1-DT	1
MPV17L2	1
MEA1	1
CHROMR	1
ASPH	1
CAMK4	1
GPBAR1	1
PER4	1
MAP1B	1
HSPB9	1
WDR24	1
NIBAN2	1
CSNK1G2	1
LOC105274304	1
KLHL20	1
GABRR2	1
PMS2	1
YARS1	1
TMED7	1
PDIA4	1
SNORA68B	1
DET1	1
FBXL3	1
MIGA1	1
LINC01381	1
KLRF1	1
THOC5	1
TPST1	1
GPBP1	1
HES4	1
MIA2	1
RBBP6	1
LINC02328	1
CPNE9	1
DPYD-AS2	1
EFCAB14	1
RPS14_1_16	1
S1PR5	1
GON4L	1
GTF3C3	1
CYB561	1
ARHGEF16	1
UNC13D	1
TPI1	1
MCM5	1
DCDC2C	1
RFLNA	1
NDC80	1
FBXO21	1
MAP7	1
HNRPA1L-2	1
RBCK1	1
SYAP1	1
ARF6	1
DZIP3	1
UBAC2	1
JPT1	1
LOC102723427	1
SNORD19B	1
PER3	1
C10orf95	1
MIRLET7A1	1
MIR765	1
IMPA1	1
HEXD	1
GIT1	1
KLHL22	1
LAPTM4A	1
BGLAP	1
SPACA6-AS1	1
RCC2	1
ZNF587B	1
SNORA31B	1
TMX2	1
WDR88	1
C11orf54	1
CHD1L	1
CEL	1
C18orf2	1
APOLD1	1
CORT	1
NECTIN2	1
MRPS18C	1
MIR124-1	1
RAD50	1
RALA	1
ITSN1	1
ZNF480	1
FAHD1	1
POLR3H	1
PPM1F	1
COA5	1
PMS2L1|PMS2L13|PMS2L6|PMS2L7|PMS2L8|PMS3|PMS8|PMSR1|PMSR2	1
LTN1	1
ZNF678	1
MIR4786	1
TJAP1	1
SH3RF1	1
KIAA0930	1
ARL5A	1
LINC00673	1
KREMEN1	1
YJU2B	1
ZFP37	1
MRPL20-AS1	1
RTCB	1
MAN2A1	1
PPFIA2	1
NRIP3	1
STX18	1
TMEM41B	1
SLC30A3	1
CD274	1
GALNT10	1
SKAP2	1
UBE4A	1
LINC00670	1
MSL3	1
C1orf43	1
NEXN	1
RHEB	1
USPL1	1
MLST8	1
LIPT1	1
ANKRD55	1
PPP2R5D	1
LMNB1	1
LOC105371046	1
UFSP2	1
CCNP	1
GTPBP8	1
PITPNM1	1
COX15	1
MIR599	1
MAP1LC3A	1
UCP1	1
HRAT5	1
MIR624	1
EBPL	1
